,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,titleId,ordering,region,language,types,attributes,isOriginalTitle,averageRating,numVotes
1787,s3032,Movie,Betty White: First Lady of Television,Steve Boettcher,"Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek",United States,12-Jan-20,2018,TV-14,56 min,Documentaries,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.,tt8780234,1,US,\N,imdbDisplay,\N,0,7.8,961
1788,s3033,Movie,Made in China,Mikhil Musale,"Rajkummar Rao, Boman Irani, Mouni Roy, Sumeet Vyas, Paresh Rawal, Gajraj Rao, Manoj Joshi, Sanjay Goradia, Amyra Dastur, Chittaranjan Tripathi, Abhishek Banerjee",India,12-Jan-20,2019,TV-MA,128 min,"Comedies, Dramas, International Movies","After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos.",tt0487306,1,\N,\N,original,\N,1,4.2,14
1789,s3034,TV Show,AJ and the Queen,,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra, Katerina Tannenbaum, Tia Carrere",United States,10-Jan-20,2020,TV-14,1 Season,"TV Comedies, TV Dramas","While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",tt8404094,10,CA,en,imdbDisplay,\N,0,7.5,7924
1790,s3036,TV Show,Harvey Street Kids,,"Lauren Lapkus, Stephanie Lemelin, Kelly McCreary, Atticus Shaffer, Danny Pudi, Grey Griffin, Utkarsh Ambudkar, Roger Craig Smith",United States,10-Jan-20,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies","Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",tt7758552,10,\N,\N,original,\N,1,6.7,248
1791,s3041,TV Show,Until Dawn,,"Ahmed Sylla, Alban Ivanov, Ornella Fleury, Natoo, Carlito, Mcfly, Djimo, Lola Dubini, Noom Diawara, Tania Dutel, Hakim Jemili, Jason Brokerss, Bérengère Krief, Thomas Vandenberghe, Monsieur Poulpe, Jhon Rachid, Audrey Pirault, Jeanfi Janssens, Fadily Camara, Laurie Peret, Issa Doumbia, Anne-Sophie Girard, Elhadj Gaye, Guillaume Bats",France,10-Jan-20,2020,TV-MA,1 Season,"International TV Shows, Reality TV, TV Comedies",France’s funniest comics carry out ghastly tasks as they try to outlast – and outwit – one another while overnighting in haunted locations.,tt2742544,3,US,\N,imdbDisplay,\N,0,8.8,13645
1792,s3043,TV Show,Cheer,,,United States,8-Jan-20,2020,TV-MA,1 Season,"Docuseries, Reality TV, Teen TV Shows",This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.,tt2366685,1,DE,\N,imdbDisplay,\N,0,7.9,58
1793,s3044,Movie,A Ghost Story,David Lowery,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky, Will Oldham, Sonia Acevedo",United States,7-Jan-20,2017,R,92 min,"Dramas, Independent Movies","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open.",tt0649206,1,US,\N,\N,\N,0,7.1,101
1794,s3045,Movie,"Live Twice, Love Once",Maria Ripoll,"Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López, Isabel Requena, Aina Clotet, Antonio Valero, María Zamora, Hugo Balaguer, Valeria Schoneveld",Spain,7-Jan-20,2020,TV-MA,102 min,"Comedies, Dramas, International Movies","When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush.",tt9063902,12,AU,\N,imdbDisplay,\N,0,7.2,6468
1795,s3046,TV Show,Dracula,,"Claes Bang, Dolly Wells, John Heffernan",United Kingdom,4-Jan-20,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.,tt0021814,10,\N,\N,original,\N,1,7.4,51235
1796,s3048,TV Show,Anne with an E,,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",Canada,3-Jan-20,2019,TV-PG,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows","A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""",tt5421602,10,FR,\N,imdbDisplay,\N,0,8.7,50537
1797,s3049,Movie,Half Girlfriend,Mohit Suri,"Arjun Kapoor, Shraddha Kapoor, Vikrant Massey, Seema Biswas, Rhea Chakraborty, Sujata Sehgal, Anisa Butt",India,2-Jan-20,2017,TV-14,129 min,"Dramas, International Movies, Romantic Movies","Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise.",tt5474042,2,US,\N,imdbDisplay,\N,0,4.6,7129
1798,s3051,TV Show,Thieves of the Wood,,"Matteo Simoni, Tom Van Dyck, Stef Aerts, Anne-Laure Vandeputte, Jeroen Perceval, Charlotte Timmers, Dirk Roofthooft, Anemone Valcke",Belgium,2-Jan-20,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Flanders.,tt5766086,10,TR,tr,imdbDisplay,\N,0,6.8,2565
1799,s3052,Movie,Aruna & Her Palate,Edwin,"Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari","Indonesia, South Korea, Singapore",1-Jan-20,2018,TV-14,106 min,"Dramas, International Movies","An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",tt8894180,1,GB,\N,imdbDisplay,\N,0,7.2,761
1800,s3053,TV Show,Because This Is My First Life,,"Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young",South Korea,1-Jan-20,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",tt7611220,1,KR,\N,\N,\N,0,8.8,37
1801,s3055,Movie,Breaking the Bank,Vadim Jean,"Kelsey Grammer, Tamsin Greig, John Michael Higgins, Mathew Horne, Pearce Quigley, Togo Igawa, Sonya Cassidy, Julie Dray, Danny Morgan, Andrew Sachs",United Kingdom,1-Jan-20,2014,TV-PG,105 min,"Comedies, International Movies",Bank chairman Charles Bunbury – who knows next to nothing about banking – fights to save both his company and his marriage from disaster.,tt3105662,10,GB,\N,imdbDisplay,\N,0,4.8,936
1802,s3056,TV Show,Cells at Work!,,"Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto",Japan,1-Jan-20,2018,TV-PG,1 Season,"Anime Series, Teen TV Shows","One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!",tt8673610,16,US,\N,imdbDisplay,\N,0,7.5,2199
1803,s3060,Movie,Garfield's Pet Force,Mark A.Z. Dippé,"Frank Welker, Vanessa Marshall, Gregg Berger, Wally Wingert, Audrey Wasilewski, Jason Marsden, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles, Cathy Cavadini, David Michie, Greg Finley","South Korea, United States",1-Jan-20,2009,G,78 min,"Children & Family Movies, Comedies","When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day.",tt1389762,17,\N,\N,original,\N,1,4,971
1804,s3061,Movie,Ghost Stories,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Janhvi Kapoor, Sobhita Dhulipala, Sukant Goel, Gulshan Devaiah, Mrunal Thakur, Avinash Tiwary, Vijay Varma, Sagar Arya, Surekha Sikri, Pavail Gulati",India,1-Jan-20,2020,TV-MA,145 min,"Horror Movies, International Movies, Thrillers","The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers.",tt0058279,11,US,\N,\N,informal literal title,0,7.9,17308
1805,s3062,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,Jeff Dunham,United States,1-Jan-20,2015,TV-MA,71 min,Stand-Up Comedy,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,tt5038776,1,US,\N,imdbDisplay,\N,0,6.7,717
1806,s3066,TV Show,Messiah,,"Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley, Melinda Page Hamilton, Stefania LaVie Owen, Sayyid El Alami, Jane Adams, Wil Traval, Fares Landoulsi",United States,1-Jan-20,2020,TV-MA,1 Season,"TV Dramas, TV Thrillers",A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.,tt0127500,2,\N,\N,\N,\N,0,4.6,379
1807,s3067,TV Show,Mia and Me,,"Rosabell Laurenti Sellers, Adrian Moore, Saphia Stoney, Josephine Benini, Andrew Craig, Tajja Isen, Rod Wilson, Linda Ballantyne, Jonathan Wilson, Elizabeth Hanna, Norma Dell'Agnese","Netherlands, Germany, Italy, Canada",1-Jan-20,2017,TV-Y7,2 Seasons,Kids' TV,"A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.",tt2203143,11,BR,\N,imdbDisplay,\N,0,6.7,655
1808,s3069,Movie,Pan's Labyrinth,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez","Mexico, Spain",1-Jan-20,2006,R,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,tt0457430,12,IN,ml,imdbDisplay,\N,0,8.2,654635
1809,s3071,Movie,Posesif,Edwin,"Putri Marino, Adipati Dolken, Gritte Agatha, Chicco Kurniawan, Yayu Unru, Cut Mini Theo, Ismail Basbeth, Maulidina K. Putri",Indonesia,1-Jan-20,2017,TV-MA,102 min,"Dramas, International Movies, Romantic Movies",A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,tt7541708,2,ES,\N,imdbDisplay,\N,0,7.4,929
1810,s3072,TV Show,Reply 1988,,"Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa",South Korea,1-Jan-20,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,tt5182866,12,TR,tr,imdbDisplay,\N,0,9.2,6500
1811,s3073,Movie,Riot,John Lyde,"Matthew Reese, Dolph Lundgren, Danielle Chuchran, Chuck Liddell, Michael Flynn, Renny Grames, Eve Mauro, Melanie Stone, Michaela McAllister, Amy Sturdivant",,1-Jan-20,2015,TV-MA,88 min,Action & Adventure,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life.",tt0064895,15,SG,en,imdbDisplay,\N,0,5.9,543
1812,s3075,TV Show,Save Me,,"Taecyeon, Seo Ye-ji, Cho Seong-ha, Woo Do‑hwan, Son Byung-ho, Kim Kwang-gyoo, Yun Yoo-sun, Park Ji-young, Jeong Hae-gyoon, Jang Hyeok-jin",South Korea,1-Jan-20,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.,tt0108045,11,SG,en,imdbDisplay,\N,0,4,1433
1813,s3076,TV Show,Spinning Out,,"Kaya Scodelario, January Jones, Will Kemp, Willow Shields, Evan Roderick, David James Elliott, Sarah Wright Olsen, Svetlana Efremova, Amanda Zhou, Mitchell Edwards, Kaitlyn Leeb, Johnny Weir",United States,1-Jan-20,2020,TV-MA,1 Season,TV Dramas,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",tt0509635,1,AU,\N,\N,\N,0,9,7
1814,s3081,Movie,Benchwarmers 2: Breaking Balls,Jon Rosenbaum,"Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman",United States,31-Dec-19,2019,PG-13,90 min,"Comedies, Sports Movies",A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.,tt8750122,10,CA,fr,imdbDisplay,\N,0,4.1,946
1815,s3082,Movie,How High 2,Bruce Leddy,"Lil Yachty, D.C. Young Fly, Alyssa Goss, DeRay Davis, Mary Lynn Rajskub, Blac Youngsta, Lil Baby, NeNe Leakes, Mike Epps, Al Shearer",United States,31-Dec-19,2019,TV-MA,89 min,Comedies,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it.",tt8861802,3,CA,fr,imdbDisplay,\N,0,3,1094
1816,s3083,TV Show,Occupied,,"Henrik Mestad, Ane Dahl Torp, Ingeborga Dapkunaite, Eldar Skar, Ragnhild Gudbrandsen, Kristin Braut-Solheim","Norway, Sweden",31-Dec-19,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Thrillers","In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt.",tt1193509,1,\N,\N,original,\N,1,5.6,75
1817,s3085,TV Show,Rainbow Ruby,,"Alyssya Swales, Shannon Chan-Kent, Brian Drummond, Olivia Charles, Kate Higgins, Johnny Yong Bosch","South Korea, Canada, United States, China",31-Dec-19,2016,TV-Y,1 Season,Kids' TV,"Ruby makes magical journeys with her teddy bear Choco to Rainbow Village, where her toys come to life – and where there's always a problem to solve!",tt5828144,13,PH,en,imdbDisplay,\N,0,6.5,77
1818,s3086,TV Show,Robot Trains,,"Bill Rogers, Carrie Savage, Ken Spassione, Angela Mulligan, Mark Szabo, Daniel J. Edwards, Mike Pollock, Anthony Salerno",South Korea,31-Dec-19,2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows","Keeping peace and safety in Train World is no easy task, but for five trains with the power to transform into robots, every crisis is an adventure!",tt7216288,1,AU,\N,imdbDisplay,\N,0,6,86
1819,s3087,TV Show,The Degenerates,,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",,31-Dec-19,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,tt0064940,42,\N,\N,\N,\N,0,6.8,16000
1820,s3091,Movie,Blitz Patrollie,Andrew Wessels,"Joey Rasdien, David Kau, David Kibuuka, Chris Forrest, Santhiran Moonsamy, Quentin Krog, Kaseran Pillay, Mabutho Sithole, Mel Miller, Kagiso Lediga, Craig Urbani",South Africa,27-Dec-19,2013,TV-MA,102 min,"Action & Adventure, Comedies, International Movies","Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.",tt2336284,4,AU,\N,tv,\N,0,5.4,149
1821,s3095,Movie,The App,Elisa Fuksas,"Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos",Italy,26-Dec-19,2019,TV-MA,79 min,"Dramas, Independent Movies, International Movies","While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.",tt5732848,2,\N,\N,\N,\N,0,6.6,15
1822,s3096,TV Show,The Bonfire of Destiny,,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine Duléry, Florence Pernel, Théo Fernandez, Victor Meutelet, François-David Cardonnel, Stéphane Guillon, Aurélien Wiik, Gilles Cohen",France,26-Dec-19,2019,TV-MA,1 Season,"International TV Shows, TV Dramas","After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.",tt9050352,20,US,\N,imdbDisplay,\N,0,7.6,4492
1823,s3097,TV Show,You,Lee Toland Krieger,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,26-Dec-19,2019,TV-MA,2 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas","Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",tt1542047,1,US,\N,imdbDisplay,\N,0,2.6,9
1824,s3098,Movie,Doom: Annihilation,Tony Giglio,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",United States,25-Dec-19,2019,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.",tt8328716,11,CA,en,imdbDisplay,\N,0,3.7,9180
1825,s3099,Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi","Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",Japan,25-Dec-19,2017,TV-PG,91 min,"Anime Features, Romantic Movies","Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day.",tt0039383,3,\N,\N,original,\N,1,7,2543
1826,s3100,Movie,Grand-Daddy Day Care,Ron Oliver,"Danny Trejo, Reno Wilson, Margaret Avery, Barry Bostwick, Julia Duffy, Anthony Gonzalez, Linda Gray, James Hong, Hal Linden, Alec Mapa",United States,25-Dec-19,2019,PG-13,96 min,"Children & Family Movies, Comedies",A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.,tt8749922,11,CA,fr,imdbDisplay,\N,0,4.9,862
1827,s3102,Movie,MFKZ,"Shojiro Nishimi, Guillaume Renard","Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez","France, Japan",25-Dec-19,2017,R,95 min,"Action & Adventure, Comedies, International Movies",Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.,tt4717402,13,US,\N,\N,bowdlerized title,0,6.7,4301
